rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1282	3	1	2	0.105538930214049	-117.47472087584974	0.07035175879396983	92.57012987376156	C28H22O4	[M - H]-	NFFWDOYHAIIZMN	InChI=1S/C28H22O4/c29-22-13-10-18(11-14-22)9-12-21-16-24(31)17-25-26(21)27(20-7-4-8-23(30)15-20)28(32-25)19-5-2-1-3-6-19/h1-17,27-31H	null	C1=CC=C(C=C1)C2C(C3=C(C=C(C=C3O2)O)C=CC4=CC=C(C=C4)O)C5=CC(=CC=C5)O	6.0999999	131835440	HMDB:(129158);PubChem:(131835440);PubChem class - bio and metabolites	16777226	421.14148544876	657.042462226659	1034_neg_ms2_spectra_FT05495
1283	1	1	1	0.10530659498573544	-688.4583272459606	0.9999999999999999	170.42731411551458	C11H15N5O6S	[M - H]-	MWBSIBGZKCNKFZ	InChI=1S/C11H15N5O6S/c12-9-5-1-2-16(10(5)15-4-14-9)11-8(18)7(17)6(22-11)3-21-23(13,19)20/h1-2,4,6-8,11,17-18H,3H2,(H2,12,14,15)(H2,13,19,20)	7-(5-o-sulfamoyl-|A-d-ribofuranosyl)-7h-pyrrolo[2,3-d]pyrimidin-4-amine	C1=CN(C2=NC=NC(=C21)N)C3C(C(C(O3)COS(=O)(=O)N)O)O	-2.5	189237	COCONUT:(CNP0312847);Natural Products:(UNPD99129);PubChem:(189237);SuperNatural:(SN00376635)	3178498	344.065008642359	260.09014497943	759_neg_ms2_spectra_FT03650
1284	1	1	1	0.10519426681946333	-123.63311862089279	0.9999999999999999	65.72659320132362	C10H8O2S	[M - H]-	VFZQJKXVHYZXMM	InChI=1S/C10H8O2S/c11-10(12)5-7-6-13-9-4-2-1-3-8(7)9/h1-4,6H,5H2,(H,11,12)	Oprea1_783053	C1=CC=C2C(=C1)C(=CS2)CC(=O)O	2.4000001	70799;6925194	NORMAN:(NS00023673);PubChem class - safety and toxic;PubChem:(70799 6925194);PubMed	67371074	191.01768682718	93.0907441668727	212_neg_ms2_spectra_FT01035
1285	1	1	1	0.10474582193842702	-311.9715421658222	0.9999999999999999	21.11777757588411	C22H40N6O9	[M - H]-	NMUUMPLEEBPKPW	InChI=1S/C22H40N6O9/c1-27(37)21(35)9-10-22(36)28(14-4-12-24-18(32)6-8-20(34)26-16-30)13-3-2-11-23-17(31)5-7-19(33)25-15-29/h29-30,37H,2-16H2,1H3,(H,23,31)(H,24,32)(H,25,33)(H,26,34)	Spermexatin	CN(C(=O)CCC(=O)N(CCCCNC(=O)CCC(=O)NCO)CCCNC(=O)CCC(=O)NCO)O	-4.5	3082872	MeSH:(3082872);PubChem:(3082872);PubMed	70	531.277127894577	617.01355994403	1532_neg_ms2_spectra_FT08941
1286	1	1	1	0.1045150393043778	-429.05391015029016	0.9924623115577889	34.15177649589334	C14H17BClNO3	[M - H]-	IPJZYBDHZLGGIA	InChI=1S/C14H17BClNO3/c1-13(2)14(3,4)20-15(19-13)9-5-8-6-12(18)17-11(8)7-10(9)16/h5-7,17-18H,1-4H3	null	B1(OC(C(O1)(C)C)(C)C)C2=CC3=C(C=C2Cl)NC(=C3)O	3.63394189	132398968	PubChem:(132398968);PubChem class - safety and toxic	67108866	291.096120663406	240.939971398724	518_neg_ms2_spectra_FT02466
1287	1	1	1	0.10398212635900896	-341.6489564295164	0.9999999999999999	170.01020008655664	C16H26N2O8	[M - H]-	QMPAEYUADYAXIX	InChI=1S/C16H26N2O8/c1-5-7(3)9(15(22)23)17-13(20)10(8(4)19)18-14(21)11-12(26-11)16(24)25-6-2/h7-12,19H,5-6H2,1-4H3,(H,17,20)(H,18,21)(H,22,23)	epoxysuccinyl derivative 4	CCC(C)C(C(=O)O)NC(=O)C(C(C)O)NC(=O)C1C(O1)C(=O)OCC	-0.270095974	23647360;49866368;74077712	COCONUT:(CNP0020780);PubChem:(23647360 49866368 74077712);PubChem class - bio and metabolites	18874370	373.159997620249	563.115260699393	870_neg_ms2_spectra_FT04352
1288	1	1	3	0.10395738494011939	-282.98413953498965	0.6532663316582914	20.23785288014612	C30H24N6O8S2	[M + Cl]-	JVKSZINKLMYHNU	InChI=1S/C30H24N6O8S2/c1-17-7-9-20(45(39,40)41)14-25(17)34-32-23-10-8-19(13-18(23)2)31-35-26-15-27(29(38)16-28(26)37)36-33-24-11-12-30(46(42,43)44)22-6-4-3-5-21(22)24/h3-16,37-38H,1-2H3,(H,39,40,41)(H,42,43,44)	null	CC1=C(C=C(C=C1)S(=O)(=O)O)N=NC2=C(C=C(C=C2)N=NC3=CC(=C(C=C3O)O)N=NC4=CC=C(C5=CC=CC=C54)S(=O)(=O)O)C	6.0	135755715	PubChem:(135755715);NORMAN:(NS00064594)	262146	695.07973126024	510.332504898509	1902_neg_ms2_spectra_FT12775
1289	1	1	2	0.10381610810573473	-481.3542215517278	0.027135678391959798	40.22403768704911	C9H11ClN4O3S	[M - H]-	PTMSOEQRBCSINN	InChI=1S/C9H11ClN4O3S/c10-5-18(16,17)7-3-1-6(2-4-7)13-9(15)14-8(11)12/h1-4H,5H2,(H5,11,12,13,14,15)	1-[4-(chloromethylsulfonyl)phenyl]-3-(diaminomethylidene)urea	C1=CC(=CC=C1NC(=O)N=C(N)N)S(=O)(=O)CCl	0.5	3044220;137321767	PubChem:(3044220 137321767);PubChem class - safety and toxic	67108866	289.015285546428	72.9002831333563	513_neg_ms2_spectra_FT02420
1290	1	1	1	0.10355510665729309	-585.5375504700341	0.9984924623115577	124.28546071027166	C20H17F3N4O5	[M - H]-	NXJDNYIEGHUXBK	InChI=1S/C20H17F3N4O5/c21-20(22,23)31-16-6-1-3-12(7-16)10-26-11-15(28)9-17(26)19-24-18(25-32-19)13-4-2-5-14(8-13)27(29)30/h1-8,15,17,28H,9-11H2	null	C1C(CN(C1C2=NC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-])CC4=CC(=CC=C4)OC(F)(F)F)O	3.70000005	26744355	COCONUT:(CNP0013100 CNP0226684);PubChem:(26744355);SuperNatural:(SN00022638);ZINC bio:(ZINC15674885)	3153922	449.105293354713	373.482581821639	1160_neg_ms2_spectra_FT06315
1291	1	1	1	0.10322215281101235	-53.6656917451045	0.9999999999999999	94.44116640303969	C16H32O4	[M - H]-	VJZBXAQGWLMYMS	InChI=1S/C16H32O4/c17-14-10-6-5-8-12-15(18)11-7-3-1-2-4-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	10,16-dihydroxypalmitate	C(CCCCC(=O)O)CCCC(CCCCCCO)O	3.5999999	441449;10989850;11781204;25201518	HMDB:(37798);SuperNatural:(SN00343254);MeSH:(441449 10989850 11781204);Plantcyc:(9--OR-1016-DIHYDROXYPALMITATE);PubMed;COCONUT:(CNP0346467);KNApSAcK:(7440);Natural Products:(UNPD83246);PubChem:(441449 10989850 11781204 25201518);CHEBI:(692);PubChem class - bio and metabolites;KEGG:(C08285);Biocyc:(1016-DIHYDROXYPALMITATE 9--OR-1016-DIHYDROXYPALMITATE)	20089214	287.220065814462	760.180788521708	498_neg_ms2_spectra_FT02383
1292	1	1	1	0.10319890673269277	-254.97191200462697	0.9999999999999999	43.52150049565512	C31H53NO8	[M - H]-	IPFSWXDUSATKNJ	InChI=1S/C31H53NO8/c1-9-22-14-19(4)25(34)12-11-18(3)13-23(17-33)27(10-2)39-28(36)16-26(35)21(6)30(22)40-31-29(37)24(32(7)8)15-20(5)38-31/h11-13,19-24,26-27,29-31,33,35,37H,9-10,14-17H2,1-8H3	null	CCC1CC(C(=O)C=CC(=CC(C(OC(=O)CC(C(C1OC2C(C(CC(O2)C)N(C)C)O)C)O)CC)CO)C)C	4.06903744	""	COCONUT:(CNP0335627)	2097152	566.365596554056	670.793181120378	1630_neg_ms2_spectra_FT09884
1293	1	1	1	0.10316266336418363	-763.6707182777196	0.9999999999999999	113.18359158040519	C16H15N5O8	[M - H]-	MRWCOHWHJMMLRM	InChI=1S/C16H15N5O8/c1-16(2,3)11-6-10(19(24)25)8-14(21(28)29)15(11)17-12-5-4-9(18(22)23)7-13(12)20(26)27/h4-8,17H,1-3H3	2-tert-butyl-N-(2,4-dinitrophenyl)-4,6-dinitroaniline	CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]	5.0	176133	PubChem:(176133);PubChem class - safety and toxic	67108866	404.083146273564	402.024733686786	974_neg_ms2_spectra_FT05087
1294	2	1	2	0.10303193920626451	-438.82451904521434	0.028140703517587944	26.61542740661165	C20H12ClNO4S	[M - H]-	ABDZPBFWZTZLKA	InChI=1S/C20H12ClNO4S/c1-11-10-27-18(22-11)15-8-12-6-7-13(9-17(12)26-20(15)24)25-19(23)14-4-2-3-5-16(14)21/h2-10H,1H3	3-(4-methylthiazol-2-yl)-2-oxo-2H-chromen-7-yl 2-chlorobenzoate	CC1=CSC(=N1)C2=CC3=C(C=C(C=C3)OC(=O)C4=CC=CC=C4Cl)OC2=O	5.0999999	1522751	COCONUT:(CNP0024021);PubChem:(1522751);SuperNatural:(SN00144703);ZINC bio:(ZINC01447828)	3153922	396.011769178149	483.594271209731	953_neg_ms2_spectra_FT04892
1295	2	1	2	0.1028049243330308	-114.71852013439934	0.19045226130653264	40.89591599975958	C17H26O4	[M - H]-	JPFXYNDBKFIYLX	InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-12-14(18)16(20)17(21)15(13)19/h12,20-21H,2-11H2,1H3	null	CCCCCCCCCCCC1=CC(=O)C(=C(C1=O)O)O	5.4000001	137177207	COCONUT:(CNP0210932);HMDB:(40646);Natural Products:(UNPD177863);PubChem:(137177207);SuperNatural:(SN00370980);PubChem class - bio and metabolites	19955722	293.176565517231	975.27048436673	523_neg_ms2_spectra_FT02489
1296	2	1	2	0.10275977151577037	-308.8251526209859	0.016582914572864323	105.19647666883742	C16H17ClN4O3	[M + Cl]-	VXFRSBRHNBXIFT	InChI=1S/C16H17ClN4O3/c17-12-3-1-11(2-4-12)16-18-13(10-15(22)20-23)9-14(19-16)21-5-7-24-8-6-21/h1-4,9,23H,5-8,10H2,(H,20,22)	4-Pyrimidineacetohydroxamic acid, 2-(p-chlorophenyl)-6-morpholino-	C1COCCN1C2=NC(=NC(=C2)CC(=O)NO)C3=CC=C(C=C3)Cl	1.29999995	3039012	PubChem:(3039012);PubChem class - safety and toxic	67108866	383.072034578019	394.342270207141	907_neg_ms2_spectra_FT04580
1297	1	1	1	0.10272437001286522	-208.12325467619993	0.9999999999999999	10.93087879330981	C6H16N2O4	[M - H]-	OXDKAXXEUVVJIW	InChI=1S/C6H16N2O4/c7-5(1-9,2-10)6(8,3-11)4-12/h9-12H,1-4,7-8H2	1,4-Butanediol, 2,3-diamino-2,3-bis(hydroxymethyl)-	C(C(CO)(C(CO)(CO)N)N)O	-4.5999999	11389750	MeSH:(11389750);PubChem:(11389750);PubMed	70	179.105636771317	445.517760652325	186_neg_ms2_spectra_FT00907
1298	1	1	2	0.1026686374114364	-440.9481915540721	0.6773869346733669	105.73307555879916	C15H24N4O7	[M + Cl]-	VXEIXZSLBQUUHO	InChI=1S/C15H24N4O7/c1-6(4-17-7(2)20)11(16)14(23)18-12(15(24)25)13(22)8-5-19-9(21)3-10(19)26-8/h6,8,10-13,22H,3-5,16H2,1-2H3,(H,17,20)(H,18,23)(H,24,25)	null	CC(CNC(=O)C)C(C(=O)NC(C(C1CN2C(O1)CC2=O)O)C(=O)O)N	-3.36256194	""	COCONUT:(CNP0342121)	2097152	407.131454938488	355.851047942654	985_neg_ms2_spectra_FT05143
1299	2	1	2	0.1025494387659286	-81.66192145564618	0.4	22.536871957182658	C4H5F3O3	[M - H]-	PKKMMANRRSONBS	InChI=1S/C4H5F3O3/c5-4(6,7)2(1-8)3(9)10/h2,8H,1H2,(H,9,10)	3-Hydroxy-2-(trifluoromethyl)propanoic acid	C(C(C(=O)O)C(F)(F)F)O	0.200000003	2775126;7023091;7023092;7159239;7159240	PubChem:(2775126 7023091 7023092 7159239 7159240);PubChem class - safety and toxic	67108866	157.010121895405	975.78831475433	108_neg_ms2_spectra_FT00660
1300	1	1	2	0.10254115368930775	-73.87682676420384	0.4	28.186696612902573	C4H5F3O3	[M - H]-	PKKMMANRRSONBS	InChI=1S/C4H5F3O3/c5-4(6,7)2(1-8)3(9)10/h2,8H,1H2,(H,9,10)	3-Hydroxy-2-(trifluoromethyl)propanoic acid	C(C(C(=O)O)C(F)(F)F)O	0.200000003	2775126;7023091;7023092;7159239;7159240	PubChem:(2775126 7023091 7023092 7159239 7159240);PubChem class - safety and toxic	67108866	157.010082684389	877.96628688432	109_neg_ms2_spectra_FT00661
1301	1	1	1	0.10253604301028409	-677.232599911523	0.9999999999999999	74.38644220840723	C15H24N4O6S	[M - H]-	OIKKGRHOXPAPMW	InChI=1S/C15H24N4O6S/c16-11-14(20)18-5-7-24-9-10-25-8-6-19-15(21)12-1-3-13(4-2-12)26(17,22)23/h1-4H,5-11,16H2,(H,18,20)(H,19,21)(H2,17,22,23)	N-(2-{2-[2-(glycylamino)ethoxy]ethoxy}ethyl)-4-sulfamoylbenzamide	C1=CC(=CC=C1C(=O)NCCOCCOCCNC(=O)CN)S(=O)(=O)N	-2.06614232	2150;44313227	PubChem:(2150 44313227);PubMed;PubChem class - bio and metabolites	16777282	387.137137587111	45.5000201411431	929_neg_ms2_spectra_FT04682
1302	1	1	1	0.10253584529477858	-93.4942665952629	0.9999999999999999	4.535107658655455	H4N2O3S	[M + Cl]-	FZTCJYJKHSXPEX	InChI=1S/H4N2O3S/c1-6(4,5)2-3/h2-3H,(H2,1,4,5)	N-hydroxysulfamide	NS(=O)(=O)NO	-1.79999995	16122590	MeSH:(16122590);PubChem:(16122590);PubMed;PubChem class - bio and metabolites	16777286	146.964421116745	117.530924037322	99_neg_ms2_spectra_FT00596
1303	1	1	1	0.10223160919475303	-92.43790661199417	0.9999999999999999	49.4267069720558	C18H30O4	[M - H]-	NJAYHLDXCVDTEV	InChI=1S/C18H30O4/c1-2-3-4-5-7-10-13-16(19)17(20)14-11-8-6-9-12-15-18(21)22/h3-4,7,10,17,20H,2,5-6,8-9,11-15H2,1H3,(H,21,22)	(9R,12Z,15Z)-9-hydroxy-10-oxooctadeca-12,15-dienoic acid	CCC=CCC=CCC(=O)C(CCCCCCCC(=O)O)O	3.9000001	12113212;11209104;11243846;56607718;71357586;71360793;92034580;101868472;101434043;122706566;122706599;129725779	PubChem:(12113212 11209104 11243846 56607718 71357586 71360793 92034580 101868472 101434043 122706566 122706599 129725779);PubMed;Biocyc:(CPD-19357 CPD-19379)	2114	309.204420897697	683.733667449499	590_neg_ms2_spectra_FT02821
1304	1	1	1	0.10188874751643337	-385.62818704467225	0.9999999999999999	85.3559826049345	C23H42N6O7	[M - H]-	AWCLCRZSRJLHTB	InChI=1S/C23H42N6O7/c1-8-13(6)19(22(34)26-14(7)23(35)36)29-21(33)18(12(4)5)28-20(32)17(11(2)3)27-16(31)10-25-15(30)9-24/h11-14,17-19H,8-10,24H2,1-7H3,(H,25,30)(H,26,34)(H,27,31)(H,28,32)(H,29,33)(H,35,36)	(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-methylbutanoyl]amino]-3-methylbutanoyl]amino]-3-methylpentanoyl]amino]propanoic acid	CCC(C)C(C(=O)NC(C)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CNC(=O)CN	-1.79999995	15942704	PubChem:(15942704);PubChem class - bio and metabolites	16777218	513.303174083869	666.01115426806	1466_neg_ms2_spectra_FT08409
1305	2	1	2	0.10170826139970075	-204.28347298862806	0.031155778894472366	40.39993591833102	C20H36O14	[M + Cl]-	SATHPVQTSSUFFW	InChI=1S/C20H36O14/c1-7-11(23)18(12(24)9(4-21)32-7)34-20-15(27)17(29-3)13(25)10(33-20)6-31-19-14(26)16(28-2)8(22)5-30-19/h7-27H,4-6H2,1-3H3	Larch gum	CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O	-4.19999981	24847856;124934373;124934374;124934375;124934376	COCONUT:(CNP0077110);PubChem class - food;PubChem:(24847856 124934373 124934374 124934375 124934376);SuperNatural:(SN00215691);MeSH:(24847856);PubMed	137363526	535.178633981427	426.31462221456	1543_neg_ms2_spectra_FT09060
1306	1	1	1	0.10169804310505022	-169.7113138070322	0.9999999999999999	39.38736268467063	C32H58O11	[M + Cl]-	VKMYCUDYNRAXCY	InChI=1S/C32H58O11/c1-5-8-11-14-24(34)17-25(35)20-31(39)43-28(16-13-10-7-3)21-29(41-23(4)33)22-32(40)42-27(15-12-9-6-2)18-26(36)19-30(37)38/h24-29,34-36H,5-22H2,1-4H3,(H,37,38)	null	CCCCCC(CC(CC(=O)OC(CCCCC)CC(CC(=O)OC(CCCCC)CC(CC(=O)O)O)OC(=O)C)O)O	5.69999981	10627654	COCONUT:(CNP0228077);KNApSAcK:(16275);Natural Products:(UNPD125359);PubChem:(10627654);SuperNatural:(SN00403560)	3178514	653.37144227569	677.592427962978	1811_neg_ms2_spectra_FT11773
1307	1	1	1	0.10158995259654204	-411.3163919632846	0.9999999999999999	34.34827781751287	C30H43N7O4	[M - H]-	JNHIGDFEPXMPAO	InChI=1S/C30H43N7O4/c1-19-14-36(15-20(2)40-19)27-24(23-10-8-7-9-11-23)31-25-26(32-27)33-29(37-16-21(3)41-22(4)17-37)34-28(25)35(12-13-38)18-30(5,6)39/h7-11,19-22,38-39H,12-18H2,1-6H3	4-(N-(2-Hydroxy-2-methylpropyl)ethanolamino)-2,7-bis(cis-2,6-dimethylmorpholino)-6-phenylpteridine	CC1CN(CC(O1)C)C2=NC3=C(C(=NC(=N3)N4CC(OC(C4)C)C)N(CCO)CC(C)(C)O)N=C2C5=CC=CC=C5	3.0999999	132088;9959622;59745760	MeSH:(132088);PubChem:(132088 9959622 59745760);PubMed	70	564.326918220444	667.283431153082	1622_neg_ms2_spectra_FT09830
1308	2	1	3	0.10152066667203168	-465.2017111838049	0.3643216080402011	20.92968383406202	C22H27ClN6O4	[M - H]-	URYBOPNIACOOED	InChI=1S/C22H27ClN6O4/c1-22(21(31-3)32-4)20(30)19(16-11-14(24)7-10-17(16)33-22)29(12-18-25-27-28(2)26-18)15-8-5-13(23)6-9-15/h5-11,19-21,30H,12,24H2,1-4H3	null	CC1(C(C(C2=C(O1)C=CC(=C2)N)N(CC3=NN(N=N3)C)C4=CC=C(C=C4)Cl)O)C(OC)OC	2.5	9891080;9982364;69213442;69215202;69216019;69216674;69216692;69217216	MeSH:(9891080);PubChem:(9891080 9982364 69213442 69215202 69216019 69216674 69216692 69217216);PubMed	70	473.171834455142	386.70096178213	1281_neg_ms2_spectra_FT07073
1309	2	1	2	0.1011994289539334	-406.9446259504607	0.2592964824120603	46.89286131078682	C20H21FN2O5	[M - H]-	JQFIMEGFYUKGOY	InChI=1S/C20H21FN2O5/c21-13-6-4-5-12(9-13)20(27)22-11-16-19(26)18(25)15(28-16)10-17(24)23-14-7-2-1-3-8-14/h1-9,15-16,18-19,25-26H,10-11H2,(H,22,27)(H,23,24)	null	C1=CC=C(C=C1)NC(=O)CC2C(C(C(O2)CNC(=O)C3=CC(=CC=C3)F)O)O	1.20000005	40777966	COCONUT:(CNP0058777);PubChem:(40777966);SuperNatural:(SN00016767);ZINC bio:(ZINC08624517)	3153922	387.136348930003	328.911375483698	932_neg_ms2_spectra_FT04688
1310	1	1	1	0.10087653987166201	-116.51711173782482	0.9999999999999999	12.611516725892413	C12F24O4	[M + Cl]-	IIYQDKPSLAINNX	InChI=1S/C12F24O4/c13-1(37)2(14,6(19,20)21)38-11(33,34)4(17,8(25,26)27)40-12(35,36)5(18,9(28,29)30)39-10(31,32)3(15,16)7(22,23)24	Perfluoro-2,5,8-trimethyl-3,6,9-trioxadodecanoyl fluoride	C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)F	8.19999981	119616;96565968;96565969;96565970;96565971;99728509;99728510;99728511;99728512	NORMAN:(NS00018889);PubChem class - safety and toxic;PubChem:(119616 96565968 96565969 96565970 96565971 99728509 99728510 99728511 99728512)	67371010	698.907341822674	983.743666109579	1905_neg_ms2_spectra_FT12875
1311	1	1	1	0.1008616569417087	-389.1148625355203	0.9999999999999999	155.3125502037206	C19H22BNO3	[M - H]-	TWLVUSQQVDJZPI	InChI=1S/C19H22BNO3/c1-18(2)19(3,4)24-20(23-18)15-12-10-14(11-13-15)17(22)21-16-8-6-5-7-9-16/h5-13H,1-4H3,(H,21,22)	4-[(Phenylamino)carbonyl]phenylboronic acid pinacol ester	B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3	4.09378052	57415689	PubChem:(57415689);PubChem class - safety and toxic	67108866	321.167921227855	479.086185409243	665_neg_ms2_spectra_FT03136
1312	1	1	1	0.10066199535443746	-190.97082576452277	0.9999999999999999	10.626885057870778	C4H4O2S	[M - H]-	KJLXVAPBVMFHOL	InChI=1S/C4H4O2S/c5-3-1-4(6)7-2-3/h1-2H2	Thiotetronic acid	C1C(=O)CSC1=O	0.400000006	10214383	MeSH:(10214383);PubChem class - safety and toxic;PubChem:(10214383);PubMed	67108934	114.987309311676	38.3822820057396	53_neg_ms2_spectra_FT00312
1313	1	1	1	0.10059671038993917	-339.8138260491129	0.9999999999999999	40.80202488172376	C14H23N3O6	[M - H]-	WMRULULWXGOKDR	InChI=1S/C14H23N3O6/c1-8(2)6-10(14(21)22)17-13(20)9(15)7-16-11(18)4-5-12(19)23-3/h4-5,8-10H,6-7,15H2,1-3H3,(H,16,18)(H,17,20)(H,21,22)	3-{[(2E)-4-methoxy-4-oxobut-2-enoyl]amino}alanyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)C(CNC(=O)C=CC(=O)OC)N	-0.877212405	6475746;13875610;13875612;44292534;101945172;102515068	PubChem:(6475746 13875610 13875612 44292534 101945172 102515068);PubMed;CHEBI:(74323);Biocyc:(CPD0-1906)	2146	328.152686599388	335.462688635991	690_neg_ms2_spectra_FT03271
1314	1	1	1	0.10023800450767727	-153.6727613282675	0.9999999999999999	39.85797205028517	C12H14O10	[M - H]-	QVWALKDQMMWTAU	InChI=1S/C12H14O10/c13-3-1-4(14)9(5(15)2-3)21-12-8(18)6(16)7(17)10(22-12)11(19)20/h1-2,6-8,10,12-18H,(H,19,20)	null	C1=C(C=C(C(=C1O)OC2C(C(C(C(O2)C(=O)O)O)O)O)O)O	-1.10000002	131831844	HMDB:(125319);PubChem:(131831844);PubChem class - bio and metabolites	16777226	317.05217489098	85.6179443166679	646_neg_ms2_spectra_FT03022
1315	1	1	1	0.10013693974156165	-114.84078932469677	0.9999999999999999	12.416663050373824	C12F24O4	[M + Cl]-	IIYQDKPSLAINNX	InChI=1S/C12F24O4/c13-1(37)2(14,6(19,20)21)38-11(33,34)4(17,8(25,26)27)40-12(35,36)5(18,9(28,29)30)39-10(31,32)3(15,16)7(22,23)24	Perfluoro-2,5,8-trimethyl-3,6,9-trioxadodecanoyl fluoride	C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)F	8.19999981	119616;96565968;96565969;96565970;96565971;99728509;99728510;99728511;99728512	NORMAN:(NS00018889);PubChem class - safety and toxic;PubChem:(119616 96565968 96565969 96565970 96565971 99728509 99728510 99728511 99728512)	67371010	698.90730976571	982.518106126205	1904_neg_ms2_spectra_FT12874
1316	1	1	1	0.09996356874657221	-539.1614453387872	0.9999999999999999	25.63924764697043	C34H49N3O5	[M + Cl]-	UCKSTMSAUWGXTL	InChI=1S/C34H49N3O5/c1-24-20-37(25(2)23-38)34(40)30-19-29(35-33(39)18-27-11-6-5-7-12-27)15-16-31(30)42-26(3)10-8-9-17-41-32(24)22-36(4)21-28-13-14-28/h5-7,11-12,15-16,19,24-26,28,32,38H,8-10,13-14,17-18,20-23H2,1-4H3,(H,35,39)	null	CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)CC3=CC=CC=C3)C(C)CO)C)CN(C)CC4CC4	4.5999999	44502213;44503867;44616797;44617378;44618807;54615069	PubChem:(44502213 44503867 44616797 44617378 44618807 54615069);CHEBI:(130130 130104 129854 129560)	34	614.342193453974	685.705548220595	1715_neg_ms2_spectra_FT10918
1317	1	1	1	0.0998358556147369	-732.074437463213	0.9904522613065325	19.11338502174966	C16H19FN2O7S	[M - H]-	IDTMSHGCAZPVLC	InChI=1S/C16H19FN2O7S/c17-10-3-1-9(2-4-10)7-27-8-12(15(24)25)19-16(26)18-11(14(22)23)5-6-13(20)21/h1-4,11-12H,5-8H2,(H,20,21)(H,22,23)(H,24,25)(H2,18,19,26)	null	C1=CC(=CC=C1CSCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)F	0.699999988	25067411;25113157;24886008;44629702	COCONUT:(CNP0182962);PubChem:(25067411 25113157 24886008 44629702);PubChem class - bio and metabolites;MeSH:(25067411);PubMed;PubChem class - drug	52428870	401.085186453249	424.503537890787	967_neg_ms2_spectra_FT05026
1318	2	1	1	0.09982640145731092	-610.5590811860264	0.9999999999999999	11.614077135743596	C20H20ClN5O4S2	[M + Cl]-	IKKQUKXEIHSBEI	InChI=1S/C20H20ClN5O4S2/c1-26(29)8-6-24(7-9-26)20(28)30-19-16-15(31-10-11-32-16)18(27)25(19)14-5-3-12-2-4-13(21)22-17(12)23-14/h2-5,19H,6-11H2,1H3	Suriclone N-oxide	C[N+]1(CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3)[O-]	2.20000005	3082575	MeSH:(3082575);PubChem:(3082575);PubMed	70	528.038816163316	70.839609459069	1517_neg_ms2_spectra_FT08836
1319	1	1	1	0.09975387090249509	-174.12753597784615	0.9999999999999999	5.317322824566917	C11H24O3S	[M + Cl]-	NSLRWZAGVYHOTF	InChI=1S/C11H24O3S/c1-3-4-5-6-7-8-9-10-11-15(12,13)14-2/h3-11H2,1-2H3	Methyl decanesulfonate	CCCCCCCCCCS(=O)(=O)OC	4.0999999	148414	MeSH:(148414);PubChem:(148414);PubMed	70	271.11581772699	345.071639797486	420_neg_ms2_spectra_FT02053
1320	1	1	1	0.09962418541005523	-202.4099472696653	0.9999999999999999	3.618650569143047	C16H29F3O2	[M - H]-	DZEJWELXGJZCOF	InChI=1S/C16H29F3O2/c17-14-10-6-4-2-1-3-5-8-12-16(18,19)13-9-7-11-15(20)21/h1-14H2,(H,20,21)	ACMC-20msnv	C(CCCCCF)CCCCC(CCCCC(=O)O)(F)F	5.9000001	196822	MeSH:(196822);PubChem:(196822);PubMed	70	309.204325128383	632.820194720472	592_neg_ms2_spectra_FT02824
