"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Detector mode]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Native spectrum identifier format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file content]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file content]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data file checksum type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Spectrum representation]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Raw data file format]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument manufacturer]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument serial number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of scans]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Time range]"	"Unit"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Data Transformation software]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Data Transformation software version]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Data Transformation Name"	"Data Transformation Name"	"Metabolite Assignment File"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.032"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15717"	""	"Data transformation"	""	"pos_ACN_RA1_01_15717.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.031"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15728"	""	"Data transformation"	""	"pos_ACN_RA1_01_15728.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5958"	""	""	"0.013-20.032"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15739"	""	"Data transformation"	""	"pos_ACN_RA1_01_15739.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.035"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15750"	""	"Data transformation"	""	"pos_ACN_RA1_01_15750.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.032"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15761"	""	"Data transformation"	""	"pos_ACN_RA1_01_15761.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5925"	""	""	"0.006-20.031"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15772"	""	"Data transformation"	""	"pos_ACN_RA1_01_15772.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.032"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15780"	""	"Data transformation"	""	"pos_ACN_RA1_01_15780.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.035"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15795"	""	"Data transformation"	""	"pos_ACN_RA1_01_15795.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.032"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15806"	""	"Data transformation"	""	"pos_ACN_RA1_01_15806.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5922"	""	""	"0.014-20.029"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15817"	""	"Data transformation"	""	"pos_ACN_RA1_01_15817.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5923"	""	""	"0.014-20.033"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15828"	""	"Data transformation"	""	"pos_ACN_RA1_01_15828.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.034"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15839"	""	"Data transformation"	""	"pos_ACN_RA1_01_15839.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.035"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15850"	""	"Data transformation"	""	"pos_ACN_RA1_01_15850.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.035"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15861"	""	"Data transformation"	""	"pos_ACN_RA1_01_15861.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
"ACN"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"Acclaim RSLC 120 C18 (2.2 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive scan"	"90-1600"	""	""	""	"impact"	"MS"	"http://purl.obolibrary.org/obo/MS_1002077"	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	""	""	""	"electron multiplier"	"MS"	"http://purl.obolibrary.org/obo/MS_1000253"	""	""	""	"Bruker BAF nativeID format"	"MS"	"http://purl.obolibrary.org/obo/MS_1000772"	"MS1 spectrum"	"MS"	"http://purl.obolibrary.org/obo/MS_1000579"	""	""	""	"SHA-1"	"MS"	"http://purl.obolibrary.org/obo/MS_1000569"	""	""	""	"Bruker BAF file"	"MS"	"http://purl.obolibrary.org/obo/MS_1000815"	"Bruker Daltonics instrument model"	"MS"	"http://purl.obolibrary.org/obo/MS_1000122"	""	""	""	"Bruker software"	"MS"	"http://purl.obolibrary.org/obo/MS_1000692"	"5924"	""	""	"0.014-20.035"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"pos_ACN_RA1_01_15872"	""	"Data transformation"	""	"pos_ACN_RA1_01_15872.mzML"	"Metabolite identification"	"CompassXport"	"MS"	"http://purl.obolibrary.org/obo/MS_1000717"	"3.0.9"	""	""	"MS:peak picking"	"MS:m/z calibration"	"MS:Conversion to mzML"	"m_MTBLS1968_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv"
